id,y,fold,raw_intact,raw_moderate,raw_severe,va_intact,va_moderate,va_severe
822,2,1,0.0661107451,0.1325555295,0.8013337255,0.0163990153,0.1153476634,0.8682533212
827,2,0,0.1563864350,0.3685443997,0.4750691652,0.0145798290,0.2855989689,0.6998212021
828,2,1,0.0685685670,0.1017409519,0.8296904811,0.0167613557,0.1153051715,0.8679334728
830,2,1,0.0666772634,0.1333709031,0.7999518335,0.0163990153,0.1153476634,0.8682533212
831,2,0,0.1170358193,0.2584379277,0.6245262530,0.0145026440,0.1883435484,0.7971538076
832,1,2,0.1746871892,0.3132446660,0.5120681448,0.0194008182,0.2221711055,0.7584280763
838,2,0,0.1336335967,0.2741917629,0.5921746404,0.0145026440,0.1883435484,0.7971538076
7,0,4,0.7447731121,0.1623794783,0.0928474096,0.8278267518,0.1563524005,0.0158208478
9,0,4,0.8221729643,0.1102836090,0.0675434267,0.8588957055,0.1288343558,0.0122699387
11,0,0,0.4028545678,0.3967308461,0.2004145861,0.4565140506,0.3175372263,0.2259487231
12,0,0,0.5091350523,0.3478604451,0.1430045026,0.6946977068,0.2367627027,0.0685395905
13,0,3,0.7338655536,0.1969324038,0.0692020426,0.8613659930,0.1082114125,0.0304225945
16,0,0,0.7506092079,0.1639130091,0.0854777830,0.8367609254,0.1233933162,0.0398457584
24,0,0,0.7674079423,0.1462117263,0.0863803314,0.8464046164,0.1139764441,0.0396189395
25,0,1,0.7905688646,0.1444707470,0.0649603884,0.8598130841,0.1121495327,0.0280373832
27,0,2,0.4199469623,0.4126253067,0.1674277310,0.5388240831,0.3922826090,0.0688933079
30,0,3,0.9185476269,0.0454025490,0.0360498241,0.9236300806,0.0526246503,0.0237452690
36,1,1,0.4694635570,0.3599553406,0.1705811024,0.6353006292,0.2659247146,0.0987746561
37,0,0,0.5236352242,0.3306200901,0.1457446857,0.7106305486,0.2192579103,0.0701115411
42,1,3,0.5343346596,0.3179718852,0.1476934552,0.7417900414,0.1998291540,0.0583808046
44,0,3,0.8720264565,0.0778449860,0.0501285575,0.8864563473,0.0875822481,0.0259614046
52,0,4,0.5203109306,0.3250223052,0.1546667642,0.6638155448,0.2603198215,0.0758646337
57,1,1,0.4755448103,0.2658725977,0.2585825920,0.6463325311,0.1456524014,0.2080150675
59,0,4,0.5424152370,0.2807096415,0.1768751214,0.7048735588,0.1691696541,0.1259567871
70,0,2,0.6746597190,0.1385300586,0.1868102225,0.7707390565,0.0968339602,0.1324269833
72,0,1,0.6528329350,0.2060147704,0.1411522946,0.7863935935,0.1575248513,0.0560815552
90,0,4,0.4884730948,0.3560617321,0.1554651731,0.6496010042,0.2761588810,0.0742401148
91,2,0,0.4444230629,0.3039496334,0.2516273037,0.5786759156,0.2002816750,0.2210424094
98,0,1,0.4392922223,0.3379216492,0.2227861285,0.5929985856,0.2078029231,0.1991984913
101,0,4,0.4491770036,0.3018298790,0.2489931173,0.5468527485,0.2161777271,0.2369695244
108,0,2,0.4684581896,0.2813075567,0.2502342537,0.5898305085,0.1544794189,0.2556900726
111,0,4,0.6204951267,0.2571512999,0.1223535734,0.7938890896,0.1804112956,0.0256996148
118,0,3,0.8646723725,0.0757213988,0.0596062287,0.8862610893,0.0862152744,0.0275236363
122,0,4,0.8796451458,0.0684969035,0.0518579507,0.9359605911,0.0523399015,0.0116995074
123,1,3,0.7051811762,0.1917221085,0.1030967153,0.8491937328,0.1075016117,0.0433046555
124,0,3,0.5817608237,0.2894694507,0.1287697256,0.7825619750,0.1744901701,0.0429478549
126,0,1,0.5703184605,0.2804140747,0.1492674649,0.7513021844,0.1561391707,0.0925586449
127,0,2,0.6709170541,0.1874915119,0.1415914339,0.8166757906,0.1281458899,0.0551783194
129,0,3,0.5934505882,0.2815592801,0.1249901317,0.8020908545,0.1538895244,0.0440196211
136,0,1,0.5964394123,0.2490655445,0.1544950432,0.7444829717,0.1529161033,0.1026009250
137,0,3,0.6196228816,0.2727225105,0.1076546080,0.8020908545,0.1538895244,0.0440196211
138,0,4,0.6665924589,0.2222791397,0.1111284014,0.8021905974,0.1756334606,0.0221759420
139,0,2,0.8762511015,0.0694302544,0.0543186441,0.9166020162,0.0587425498,0.0246554340
140,0,2,0.4838794172,0.2961320579,0.2199885249,0.6087844740,0.1521961185,0.2390194076
143,0,1,0.7812951265,0.1380133341,0.0806915394,0.8566631049,0.1117386659,0.0315982293
144,0,4,0.8982444868,0.0655615543,0.0361939589,0.9371154183,0.0523110680,0.0105735137
155,1,3,0.5479409776,0.3098532604,0.1422057620,0.7492671880,0.2018434058,0.0488894062
162,0,2,0.7762887900,0.1356009215,0.0881102885,0.8644704335,0.1013607746,0.0341687918
165,0,2,0.8032323479,0.1276387683,0.0691288838,0.8741413754,0.0983179386,0.0275406861
170,0,4,0.7586274034,0.1551100887,0.0862625079,0.8303705717,0.1547087071,0.0149207212
174,0,1,0.5053998383,0.2866984691,0.2079016926,0.6657943518,0.1406607785,0.1935448697
176,0,1,0.8056235313,0.1263495237,0.0680269450,0.8594587169,0.1121033109,0.0284379722
177,0,4,0.6122177885,0.2940004788,0.0937817327,0.7624996924,0.2214560433,0.0160442644
181,0,4,0.4968514516,0.3184125173,0.1847360311,0.6365976065,0.2496461202,0.1137562733
184,0,0,0.8587679235,0.0936032307,0.0476288458,0.8855335343,0.0901497554,0.0243167103
187,0,2,0.9119192890,0.0488870587,0.0391936523,0.9268118418,0.0501693020,0.0230188562
192,0,0,0.9644908636,0.0184062342,0.0171029023,0.9373408049,0.0417727967,0.0208863984
199,0,0,0.8074092449,0.1218835813,0.0707071737,0.8758081835,0.0904708597,0.0337209568
200,0,0,0.6222820143,0.2686735630,0.1090444228,0.7755353267,0.1724545661,0.0520101072
203,0,3,0.8597438432,0.0834546397,0.0568015172,0.8813442041,0.0916092542,0.0270465417
212,0,3,0.7112334477,0.1889056890,0.0998608634,0.8491937328,0.1075016117,0.0433046555
218,0,3,0.6999855146,0.1909135310,0.1091009544,0.8473688252,0.1075679052,0.0450632696
221,0,4,0.5716559206,0.2569098732,0.1714342062,0.7251261764,0.1653287682,0.1095450554
225,0,2,0.4940296338,0.3492076345,0.1567627317,0.6855007478,0.2342913892,0.0802078630
227,0,3,0.8436707447,0.1020832457,0.0542460096,0.8754194498,0.0983179667,0.0262625835
229,0,3,0.4289360046,0.3745139241,0.1965500712,0.5494904208,0.2699729611,0.1805366181
240,1,1,0.3297235966,0.4038467705,0.2664296329,0.2807745505,0.4674965422,0.2517289073
244,1,3,0.2093688281,0.5723286356,0.2183025363,0.0545529122,0.6921657096,0.2532813782
245,1,1,0.1253674161,0.5592625058,0.3153700782,0.0191995638,0.7022185297,0.2785819065
247,1,0,0.2006734789,0.5859516350,0.2133748861,0.0382256984,0.7147546545,0.2470196470
254,2,3,0.2072160244,0.4871606529,0.3056233227,0.0554032090,0.6212972941,0.3232994969
255,1,1,0.0789173004,0.7865907374,0.1344919622,0.0222309111,0.9174722558,0.0602968331
256,1,4,0.1585805118,0.5645610690,0.2768584192,0.0201646764,0.7100962461,0.2697390775
257,1,4,0.1248253649,0.4906064831,0.3845681519,0.0207435126,0.5172049134,0.4620515741
263,1,2,0.2628288308,0.5394829592,0.1976882100,0.2204314724,0.5446861684,0.2348823592
264,1,0,0.2092564882,0.4230743114,0.3676692004,0.0504543673,0.5361351610,0.4134104718
275,1,1,0.2351879442,0.5328740994,0.2319379563,0.1588050958,0.6403332144,0.2008616898
276,1,0,0.1157190782,0.6408329511,0.2434479707,0.0143481840,0.7324995294,0.2531522866
277,1,2,0.3999780715,0.4410021305,0.1590197980,0.4696644375,0.4517937056,0.0785418569
279,1,2,0.3720946367,0.4964177980,0.1314875652,0.4055683437,0.5488691585,0.0455624977
285,1,2,0.2782725096,0.4645968974,0.2571305931,0.2339054688,0.4813751157,0.2847194155
290,1,3,0.1208333206,0.5557623423,0.3234043371,0.0176133435,0.6715629482,0.3108237083
294,1,1,0.1931766988,0.4242987868,0.3825245145,0.0384275888,0.5284674822,0.4331049290
296,1,4,0.1399229169,0.4724927843,0.3875842988,0.0217807075,0.4930647108,0.4851545817
297,1,3,0.1425397375,0.6698786517,0.1875816109,0.0184566445,0.7868358971,0.1947074584
298,1,3,0.2268335636,0.4924444483,0.2807219881,0.1304556380,0.5802698498,0.2892745122
300,1,0,0.2736542008,0.6011921347,0.1251536645,0.2172799435,0.7255152137,0.0572048428
303,0,4,0.3079628990,0.5347187003,0.1573184007,0.3001848429,0.6033271719,0.0964879852
306,1,3,0.1728655994,0.5555936694,0.2715407312,0.0216017154,0.6943193900,0.2840788946
307,0,4,0.2567840891,0.4010022998,0.3422136111,0.2079209630,0.3716166452,0.4204623918
313,1,4,0.3562433422,0.4155337512,0.2282229066,0.3673257309,0.3471982935,0.2854759756
321,1,4,0.1910701274,0.5485100232,0.2604198495,0.0305786773,0.6540875534,0.3153337693
323,1,4,0.1849357431,0.5488487319,0.2662155251,0.0276789836,0.6560440335,0.3162769829
328,1,4,0.1472459137,0.5488816500,0.3038724363,0.0212068685,0.5884296625,0.3903634689
342,1,2,0.2213268694,0.4186325905,0.3600405401,0.0902494679,0.5349067563,0.3748437758
345,1,2,0.1424602100,0.4357462460,0.4217935440,0.0197420027,0.4573142804,0.5229437169
352,1,2,0.1738475859,0.5763174891,0.2498349249,0.0201692105,0.7053190001,0.2745117894
356,1,0,0.1671230793,0.4608138204,0.3720631003,0.0221092099,0.5580132061,0.4198775840
359,0,0,0.2541225926,0.6020685614,0.1438088460,0.1996690863,0.7229397950,0.0773911187
364,1,4,0.2934564738,0.3890546378,0.3174888884,0.2835629721,0.3344146905,0.3820223374
365,1,2,0.1070583960,0.6658367962,0.2271048078,0.0203239000,0.7154653993,0.2642107006
366,1,4,0.1957331300,0.6187725663,0.1854943037,0.0321798496,0.8027886712,0.1650314792
367,1,4,0.2439307719,0.5603782535,0.1956909746,0.1647806234,0.6374826285,0.1977367481
378,2,1,0.2179471371,0.3935075940,0.3885452689,0.1048662420,0.4068789809,0.4882547771
379,1,3,0.4246275064,0.4698178698,0.1055546238,0.5422983945,0.4227365438,0.0349650617
380,1,2,0.2783355075,0.5699616586,0.1517028339,0.2234937583,0.6989831212,0.0775231206
381,1,3,0.1891634166,0.4413737059,0.3694628775,0.0333837996,0.5919882506,0.3746279498
382,1,1,0.2864785705,0.3683240304,0.3451973991,0.2852098736,0.3919816822,0.3228084442
388,0,2,0.3781169653,0.4427946806,0.1790883541,0.4304631396,0.4851893534,0.0843475071
390,0,2,0.3207075942,0.4439407653,0.2353516405,0.3021355490,0.4403625627,0.2575018883
395,1,3,0.3184646761,0.3413229388,0.3402123851,0.3964718634,0.2639222720,0.3396058647
406,1,1,0.2485747747,0.5098244472,0.2416007781,0.1857797311,0.6197996201,0.1944206488
413,1,3,0.1216904456,0.4435101781,0.4347993764,0.0151698875,0.4520340637,0.5327960488
417,1,4,0.1749248382,0.4405177301,0.3845574317,0.0231650671,0.4823375810,0.4944973519
418,1,0,0.2067472817,0.4236112300,0.3696414883,0.0464463231,0.5383981943,0.4151554826
421,1,2,0.3409977606,0.4825190974,0.1764831420,0.3688841255,0.5376486129,0.0934672615
422,1,4,0.0654691974,0.8419544634,0.0925763392,0.0212183250,0.9576792972,0.0211023778
426,1,1,0.3191529167,0.4651828041,0.2156642792,0.2529677487,0.5285219036,0.2185103477
427,1,4,0.1574557251,0.4557582668,0.3867860081,0.0220442037,0.4869319655,0.4910238308
431,0,4,0.4060923457,0.4159014225,0.1780062318,0.5688279009,0.3102130939,0.1209590052
436,1,2,0.2163194237,0.5106878205,0.2729927559,0.0630775742,0.6277071037,0.3092153220
439,1,0,0.3294834246,0.5593649828,0.1111515926,0.2919141408,0.6541259726,0.0539598866
443,0,0,0.4027118743,0.4290694956,0.1682186301,0.4562991002,0.4586433971,0.0850575027
447,1,3,0.1827751994,0.4127140045,0.4045107961,0.0255407433,0.4749652670,0.4994939897
448,1,2,0.1647289395,0.5184429884,0.3168280721,0.0222806665,0.6196996042,0.3580197293
452,1,2,0.2016382783,0.5663805520,0.2319811697,0.0368241864,0.6955445031,0.2676313105
457,1,1,0.1577790082,0.5967234969,0.2454974949,0.0203883654,0.7456986054,0.2339130293
459,1,0,0.1299109718,0.7075610546,0.1625279736,0.0171054748,0.8732639820,0.1096305432
461,1,1,0.2206192911,0.6000493169,0.1793313920,0.1040432434,0.7619099160,0.1340468406
464,1,1,0.2013993382,0.6405408883,0.1580597735,0.0452684878,0.8280692737,0.1266622385
465,1,1,0.1641052067,0.5594103336,0.2764844596,0.0202090592,0.7391405343,0.2406504065
466,1,4,0.2618370652,0.4318481684,0.3063147664,0.1904474002,0.4244256348,0.3851269649
469,1,4,0.3397894502,0.3726824820,0.2875280678,0.2988205664,0.3272928313,0.3738866024
477,0,3,0.0935202560,0.8376525232,0.0688272208,0.0170505950,0.9454380959,0.0375113091
479,1,0,0.3553250326,0.3650613914,0.2796135759,0.3545664630,0.3247351500,0.3206983871
491,1,4,0.2695291042,0.4158949852,0.3145759106,0.2079209630,0.3716166452,0.4204623918
502,1,3,0.1583923995,0.5058023334,0.3358052671,0.0188270223,0.6489314074,0.3322415703
504,1,0,0.2450092304,0.6568641115,0.0981266580,0.2055670816,0.7442946058,0.0501383126
505,1,4,0.2556908093,0.5084182544,0.2358909363,0.1812303011,0.5524399522,0.2663297468
506,1,1,0.1984852284,0.5776454296,0.2238693420,0.0384747050,0.7319309471,0.2295943479
513,1,4,0.0906435278,0.2466715946,0.6626848776,0.0203218377,0.1841158495,0.7955623128
517,2,2,0.1510677509,0.1350404938,0.7138917553,0.0210912232,0.1129989440,0.8659098328
520,2,0,0.1736687247,0.3782467786,0.4480844967,0.0226266055,0.3431530413,0.6342203532
521,2,2,0.0748738801,0.1195678496,0.8055582703,0.0177950446,0.1049573488,0.8772476065
524,2,0,0.1131437785,0.3792500766,0.5076061449,0.0127554405,0.2861277215,0.7011168381
525,2,4,0.0633586119,0.1255177250,0.8111236631,0.0164366017,0.1374697595,0.8460936388
526,1,4,0.1901635230,0.4018412530,0.4079952240,0.0313407858,0.3930698065,0.5755894076
528,2,3,0.1524252422,0.3143231822,0.5332515756,0.0160885135,0.2206424715,0.7632690149
529,2,0,0.0336784127,0.0391167331,0.9272048542,0.0102516309,0.0465983225,0.9431500466
538,2,0,0.0675842374,0.0910055617,0.8414102009,0.0116765949,0.0985390695,0.8897843356
541,2,1,0.0225169602,0.0357858648,0.9416971750,0.0138821373,0.0469194717,0.9391983910
542,1,3,0.1296146382,0.2179169687,0.6524683930,0.0181451560,0.1210148858,0.8608399582
545,1,2,0.1109597021,0.3287059093,0.5603343886,0.0188967380,0.2222853132,0.7588179487
553,1,1,0.1229800433,0.1707074791,0.7063124776,0.0205025370,0.1172705500,0.8622269129
563,2,2,0.1334444543,0.3242106937,0.5423448520,0.0188967380,0.2222853132,0.7588179487
564,2,0,0.0738042129,0.0958403998,0.8303553872,0.0121629926,0.0984905740,0.8893464334
565,2,0,0.1271941969,0.1163469785,0.7564588245,0.0143264634,0.0985381139,0.8871354228
568,2,3,0.0735319246,0.1488369830,0.7776310924,0.0118071735,0.1108994760,0.8772933504
570,2,2,0.1064505926,0.2050199910,0.6885294164,0.0203412850,0.1498664353,0.8297922797
571,2,3,0.0553295455,0.0922558592,0.8524145953,0.0107423530,0.1038903740,0.8853672730
581,1,2,0.0520112373,0.1163459438,0.8316428189,0.0155603602,0.1035844622,0.8808551776
592,1,1,0.2712425807,0.3055357842,0.4232216351,0.2551781120,0.2384842169,0.5063376711
593,2,3,0.1169974011,0.2923968500,0.5906057490,0.0165448249,0.1985378992,0.7849172759
594,1,4,0.1011007927,0.2435115223,0.6553876850,0.0215820437,0.1838790127,0.7945389436
599,2,3,0.2523684800,0.1726505458,0.5749809742,0.1559791635,0.1040266652,0.7399941712
603,2,3,0.0512096847,0.0878840092,0.8609063061,0.0107064813,0.0973944430,0.8918990757
610,2,3,0.0293016544,0.0458666010,0.9248317446,0.0099025359,0.0551330374,0.9349644267
611,2,4,0.0631690775,0.1010687731,0.8357621494,0.0164366017,0.1374697595,0.8460936388
617,2,4,0.0362541560,0.0479384879,0.9158073561,0.0153723109,0.0377665415,0.9468611476
620,2,4,0.1666521728,0.3753424585,0.4580053687,0.0216255117,0.3484621465,0.6299123418
622,2,0,0.0910189816,0.2284652574,0.6805157611,0.0137806376,0.1853133102,0.8009060522
625,1,0,0.1758185748,0.3616142517,0.4625671735,0.0219636439,0.2885684904,0.6894678657
632,1,2,0.1816661209,0.1499040276,0.6684298515,0.0234916224,0.1272140266,0.8492943510
634,2,3,0.1197868389,0.3401240186,0.5400891425,0.0160885135,0.2206424715,0.7632690149
635,2,0,0.0442141787,0.0719417869,0.8838440344,0.0107251214,0.0654423640,0.9238325146
636,1,0,0.1627924789,0.3781409674,0.4590665537,0.0167860381,0.2969984243,0.6862155375
638,2,1,0.1303434074,0.3231309354,0.5465256572,0.0198313416,0.2373502581,0.7428184003
660,2,4,0.1191138625,0.2644267678,0.6164593697,0.0215820437,0.1838790127,0.7945389436
665,1,0,0.1320375075,0.3958356737,0.4721268188,0.0125185751,0.2993841554,0.6880972696
676,2,2,0.1019137137,0.2536586840,0.6444276023,0.0202290715,0.1674517587,0.8123191698
683,2,2,0.0594573214,0.0790424058,0.8615002728,0.0158097191,0.0859527651,0.8982375158
685,1,3,0.1729858816,0.2649230659,0.5620910525,0.0203139391,0.1672634738,0.8124225871
687,2,3,0.2291459854,0.3096834375,0.4611705771,0.1325010192,0.2224871855,0.6450117953
689,2,3,0.0963420354,0.1657440526,0.7379139121,0.0141187564,0.1106400597,0.8752411839
693,2,2,0.0391378411,0.0510093358,0.9098528231,0.0148936637,0.0514276935,0.9336786428
696,2,3,0.0635767728,0.1461580843,0.7902651429,0.0110552832,0.1091919658,0.8797527510
697,2,4,0.0110702816,0.0119383944,0.9769913240,0.0140690663,0.0227023570,0.9632285766
698,1,0,0.0875741230,0.1470695265,0.7653563505,0.0129439567,0.1204273246,0.8666287187
699,2,4,0.1067650020,0.1689719260,0.7242630720,0.0207138672,0.1588448885,0.8204412443
700,1,4,0.0322171828,0.0336373492,0.9341454680,0.0149154316,0.0264290982,0.9586554702
701,2,2,0.0765710175,0.1028412282,0.8205877542,0.0177950446,0.1049573488,0.8772476065
706,2,2,0.1754607357,0.2224427246,0.6020965397,0.0211913159,0.1672873024,0.8115213817
707,2,4,0.0717551490,0.1435713332,0.7846735178,0.0171254115,0.1492340195,0.8336405689
709,1,3,0.0898420241,0.1965597629,0.7135982130,0.0135115970,0.1126405558,0.8738478472
714,2,4,0.1339733005,0.2182878256,0.6477388740,0.0215820437,0.1838790127,0.7945389436
718,2,4,0.1134688201,0.1235697213,0.7629614586,0.0211950912,0.1368046794,0.8420002294
721,2,1,0.0857297778,0.2607745528,0.6534956694,0.0193253111,0.1785549869,0.8021197020
724,1,0,0.2952571809,0.3292541206,0.3754886985,0.3092190728,0.2712268671,0.4195540601
726,1,0,0.1058810949,0.3039036989,0.5902152061,0.0138980585,0.2221798463,0.7639220952
728,2,2,0.1281013955,0.3790115473,0.4928870573,0.0172682576,0.3716512771,0.6110804653
734,2,4,0.0362344198,0.0440004058,0.9197651744,0.0154475885,0.0330545174,0.9514978940
736,2,4,0.1354138722,0.3085371302,0.5560489976,0.0193757334,0.2697406019,0.7108836647
739,2,3,0.0849663398,0.1590174001,0.7560162601,0.0125404507,0.1108171843,0.8766423650
740,1,3,0.0733721789,0.1019477189,0.8246801022,0.0118921751,0.1044987137,0.8836091113
741,1,1,0.0925786414,0.1551357645,0.7522855941,0.0196993790,0.1149606272,0.8653399938
750,2,1,0.1208125120,0.1576995540,0.7214879340,0.0200906683,0.1149147404,0.8649945913
755,1,3,0.1300767194,0.4076903402,0.4622329405,0.0145171517,0.4082948906,0.5771879578
759,2,3,0.1019821882,0.2224499070,0.6755679048,0.0151620632,0.1456614610,0.8391764759
763,1,3,0.1147352291,0.2236229446,0.6616418263,0.0175689502,0.1489273662,0.8335036836
766,2,3,0.1616216475,0.3461424164,0.4922359361,0.0179144890,0.2395939239,0.7424915871
768,2,3,0.0342529685,0.0367087842,0.9290382474,0.0100966458,0.0551222285,0.9347811256
770,2,4,0.1015417740,0.1808814135,0.7175768125,0.0210592999,0.1614938495,0.8174468505
774,2,3,0.1275287103,0.2752163667,0.5972549230,0.0171793847,0.1677986416,0.8150219736
779,2,4,0.1702372432,0.3263314366,0.5034313202,0.0193757334,0.2697406019,0.7108836647
780,2,0,0.1142897259,0.2125159699,0.6731943043,0.0143017652,0.1857347668,0.7999634680
783,2,4,0.0400994414,0.0530868314,0.9068137272,0.0156913281,0.0445724682,0.9397362038
784,2,0,0.0791439643,0.1246164748,0.7962395608,0.0126916741,0.0984378628,0.8888704631
785,2,3,0.1143165959,0.3033863261,0.5822970780,0.0162198452,0.2142805234,0.7694996314
786,2,1,0.0856856163,0.2011348709,0.7131795128,0.0175930803,0.1625501504,0.8198567693
795,2,3,0.1516263359,0.3028574631,0.5455162010,0.0162198452,0.2142805234,0.7694996314
806,2,0,0.0194842291,0.0262582969,0.9542574740,0.0097241661,0.0441815372,0.9460942967
808,2,2,0.1746687293,0.3600394428,0.4652918279,0.0187834272,0.3935551045,0.5876614683
809,2,1,0.1538353310,0.2984247297,0.5477399393,0.0202196705,0.2224163754,0.7573639541
811,2,2,0.1291337869,0.2800915158,0.5907746973,0.0202290715,0.1674517587,0.8123191698
816,0,3,0.2879546370,0.2891635981,0.4228817649,0.2018223996,0.2027628582,0.5954147422
820,2,2,0.1237197686,0.4064351977,0.4698450337,0.0178356804,0.4089745122,0.5731898074
825,2,3,0.0895022844,0.2172906745,0.6932070410,0.0137817503,0.1148927119,0.8713255377
826,2,0,0.2022658587,0.3587529063,0.4389812350,0.0473266666,0.3373652046,0.6153081288
829,1,1,0.1774329543,0.3918659091,0.4307011366,0.0281554439,0.4068037529,0.5650408032
835,2,2,0.0788400608,0.1331942956,0.7879656436,0.0179692759,0.1065546534,0.8754760708
840,1,2,0.1451534076,0.4072921397,0.4475544526,0.0186863601,0.4284807110,0.5528329289
842,2,1,0.1393106708,0.4061495601,0.4545397691,0.0199903912,0.4420863535,0.5379232553
