id,stratum,cls,lon,lat
0,intact,0,26.874673776182696,-33.326643641314334
1,intact,0,25.29678297962676,-32.587150499427146
2,intact,0,25.04884796120977,-32.42248930784804
3,intact,0,26.78412359554345,-33.52849508565599
4,intact,0,26.120358432107533,-33.24714273866976
5,intact,0,25.675692366468372,-33.38431548255481
6,intact,0,26.887340021688782,-33.12560068072839
7,intact,0,26.951749227560153,-33.15847902012716
8,intact,0,25.389219622362656,-33.32772161965528
9,intact,0,25.76866799837474,-33.40425808186227
10,intact,0,25.660331175109928,-33.32960808175193
11,intact,0,24.848882978964763,-33.74975014013463
12,intact,0,26.642638938294624,-32.66072252119653
13,intact,0,24.772346516757782,-32.92644418223909
14,intact,0,26.941777927906426,-33.500467648791464
15,intact,0,25.839275579706538,-33.34604725145132
16,intact,0,26.77496077964543,-33.54924616871915
17,intact,0,26.746663848195666,-33.07978660123829
18,intact,0,25.51642106659398,-33.78478443621529
19,intact,0,25.62880030863733,-33.380812052946744
20,intact,0,27.68558298315739,-32.99300934479235
21,intact,0,21.742688389536283,-33.45600104222755
22,intact,0,22.276018173718043,-33.513133894297546
23,intact,0,25.46306113871728,-33.453575590960426
24,intact,0,26.78062016593538,-33.5578699954467
25,intact,0,26.563677024820517,-32.994356817718526
26,intact,0,21.62195481535062,-33.45707902056849
27,intact,0,25.893982980509417,-32.51492595058394
28,intact,0,26.80217973275425,-33.04879472393617
29,intact,0,26.075891825543618,-33.28056006723901
30,intact,0,25.45928821452398,-33.73816187296949
31,intact,0,25.531782257952425,-33.339848875990896
32,intact,0,26.811881537822742,-32.531365120283326
33,intact,0,25.47680536256431,-33.600180645328734
34,intact,0,25.83253821507564,-33.32152324419486
35,intact,0,26.910516556019065,-33.49157432747868
36,intact,0,24.68718622782325,-33.59128732401595
37,intact,0,25.439076120631288,-33.4436042913067
38,intact,0,25.563582619010255,-33.589400861919295
39,intact,0,26.38742756607627,-33.02993010296966
40,intact,0,27.770473777506684,-32.87065880309527
41,intact,0,26.422192367571693,-33.536310428627836
42,intact,0,25.899911861384606,-33.67105772124576
43,intact,0,24.153047959885782,-33.552480103741985
44,intact,0,26.31304706055117,-33.01834183580452
45,intact,0,24.322829548584373,-33.75163660223128
46,intact,0,26.759060599116516,-32.50360717800403
47,intact,0,26.864432981943736,-33.18839291908834
48,intact,0,26.698154822853212,-32.6176033875588
49,intact,0,26.692764931148496,-33.22531367726565
50,intact,0,26.756096158678922,-32.9595920162231
51,intact,0,25.908535688112153,-32.39311439805733
52,intact,0,26.532954642103633,-32.99381782854805
53,intact,0,25.466564568325346,-33.84973263125713
54,intact,0,26.36452052633122,-33.05364562647041
55,intact,0,26.383924136468202,-32.68336006635635
56,intact,0,25.141554098530904,-32.90461512083498
57,intact,0,24.59421059591688,-33.661625410762504
58,intact,0,25.771632438812336,-33.67833407504713
59,intact,0,24.67748442275476,-33.78694039289718
60,intact,0,26.693303920318964,-33.02184526541258
61,intact,0,26.7679539204293,-33.02642667336159
62,intact,0,26.902970707632463,-33.4939997787458
63,intact,0,25.54902991140752,-33.372188226219194
64,intact,0,25.49513099436035,-33.38943587967429
65,intact,0,26.705700671239814,-32.63323407350248
66,intact,0,26.710282079188826,-33.60799598830057
67,intact,0,24.41284074005315,-33.64626421940406
68,intact,0,25.814482077864838,-33.48321999533637
69,intact,0,25.80531926196682,-33.59748569947637
70,intact,0,22.818510773797822,-33.3015806448874
71,intact,0,23.63427088330676,-33.061999958612724
72,intact,0,25.328852835269824,-33.34874219730368
73,intact,0,25.639849586632003,-33.396981728060894
74,intact,0,25.48003929758714,-33.63386746848321
75,intact,0,24.61253622771292,-33.77777757699916
76,intact,0,24.980396336559863,-32.35215122110148
77,intact,0,25.605893268892284,-33.43578894833486
78,intact,0,25.80451077821111,-33.30346710698405
79,intact,0,26.788166014321988,-33.14662125837678
80,intact,0,25.123228466734865,-33.22504418268042
81,intact,0,23.860376840319642,-33.211030464248154
82,intact,0,27.116949408309733,-32.69791277395908
83,intact,0,27.162224498629357,-32.65021223237234
84,intact,0,26.40548370328707,-33.597755194061605
85,intact,0,26.941238938735953,-32.76932883904659
86,intact,0,24.520369079562254,-33.697198696013636
87,intact,0,26.9250692636218,-33.14850772047343
88,intact,0,25.317803557275155,-33.71148190903114
89,intact,0,25.418594532153364,-33.049603207691874
90,intact,0,23.757968897930017,-32.969832810462066
91,intact,0,26.11874146459612,-33.40425808186227
92,intact,0,26.822661321232175,-33.09218335215914
93,intact,0,25.477074857149546,-33.475943641535004
94,intact,0,23.478503013040434,-33.11751584317131
95,intact,0,26.82104435372076,-33.11158696229612
96,intact,0,24.96368767227524,-32.87739616772616
97,intact,0,25.014083159714342,-32.2756147588945
98,intact,0,26.991634426175057,-33.503162594643825
99,intact,0,26.83020716961878,-33.26007847876108
100,intact,0,25.92740030907866,-32.44108443422931
101,intact,0,21.764517450940385,-34.0456551947236
102,intact,0,26.699232801194153,-33.06523389363556
103,intact,0,21.597430808094156,-33.45330609637519
104,intact,0,25.25689778101185,-32.841014398719324
105,intact,0,24.897661498892454,-33.7645723423226
106,intact,0,25.554958792282708,-33.74516873218562
107,intact,0,24.426045974729703,-33.65165411110878
108,intact,0,24.401252472888007,-32.53028714194238
109,intact,0,26.748819804877552,-33.03208605965155
110,intact,0,25.20677178815798,-33.12128876736461
111,intact,0,26.999719263732135,-33.153628117592916
112,intact,0,26.802449227339487,-33.00702306322461
113,intact,0,24.869095072857455,-33.76214689105548
114,intact,0,26.07131041759461,-33.382698515043394
115,intact,0,25.313761138496616,-33.736544905458075
116,intact,0,25.086846697728024,-32.89841674537456
117,intact,0,25.410240200011053,-33.38000356919104
118,intact,0,24.320673591902484,-33.65731349739873
119,intact,0,24.230662400433708,-33.172223243974194
120,intact,0,26.768762404185004,-33.002980644446076
121,intact,0,24.900625939330048,-33.753523064327936
122,intact,0,26.330564208591504,-33.51825429141703
123,intact,0,26.59412991295217,-33.211569453418626
124,intact,0,25.53151276336719,-33.62416566341472
125,intact,0,24.662931715152023,-33.778047071584396
126,intact,0,28.000891647883343,-32.816220896877624
127,intact,0,25.734442186049787,-33.58023804602128
128,intact,0,25.44689146360313,-32.65209869446899
129,intact,0,26.898119805098215,-33.25953948959061
130,intact,0,26.956061140923925,-33.325565662973396
131,intact,0,26.114968540402817,-33.14958569881438
132,intact,0,23.874390558751905,-33.10431060849476
133,intact,0,26.985436050714632,-33.16737234143994
134,intact,0,26.31062160928405,-33.53657992321307
135,intact,0,25.86514705988918,-33.30508407449547
136,intact,0,25.238302654630576,-33.39455627679377
137,intact,0,25.187907167191472,-32.4537506797354
138,intact,0,24.83352178760632,-33.72253118702581
139,intact,0,25.470606987103885,-33.32314021170627
140,intact,0,26.80487467860661,-33.54143082574731
141,intact,0,26.76391150165076,-32.529478658186676
142,intact,0,23.209277922389813,-33.36868479661113
143,intact,0,27.803352116905458,-32.72863515667597
144,intact,0,25.336398683656427,-33.38593245006623
145,intact,0,26.546429371365424,-33.18569797323598
146,intact,0,26.89084345129685,-33.20078967000919
147,intact,0,24.908710776887123,-32.345413856470586
148,intact,0,26.632398144055664,-33.35440158359363
149,intact,0,26.31951493059683,-33.361947431980234
150,intact,0,23.82480355506851,-33.52606963438887
151,intact,0,26.784393090128685,-33.04717775642475
152,intact,0,25.28815915289921,-32.535407539061865
153,intact,0,26.11092612162428,-33.151202666325794
154,intact,0,26.819966375379817,-33.2369019444308
155,intact,0,26.69033947988137,-32.586611510256674
156,intact,0,26.85823460648331,-33.434710969993915
157,intact,0,26.74639435361043,-33.21830681804952
158,intact,0,26.529451212495566,-32.99327883937758
159,intact,0,26.82562576166977,-33.53065104233788
160,intact,0,25.71665554342422,-33.470014760659815
161,intact,0,25.556845254379358,-33.58131602436222
162,intact,0,26.966571429748125,-32.73887595091493
163,intact,0,26.569605905695706,-33.000555193178954
164,intact,0,26.849341285170528,-33.23582396608985
165,intact,0,25.086307708557552,-32.91889833385249
166,intact,0,26.707856627921704,-33.45654003139802
167,intact,0,23.746919619935348,-33.05714905607848
168,intact,0,26.741273956490947,-32.620567827996396
169,intact,0,27.969360781410746,-32.73025212418739
170,intact,0,26.318975941426363,-32.58041313479625
171,intact,0,26.703275219972692,-33.18381151113933
172,intact,0,23.154301027001697,-33.27894309972759
173,intact,0,25.635537673268228,-33.443065302136226
174,intact,0,24.392898140745693,-32.20770212341506
175,intact,0,25.147213484820856,-33.54816819037821
176,intact,0,25.46440861164346,-33.34685573520703
177,intact,0,26.712707530455948,-32.622454290093046
178,intact,0,26.824817277914065,-33.455731547642316
179,intact,0,26.429199226787826,-33.53253750443453
180,intact,0,24.79444507274712,-33.72926855165671
181,intact,0,25.61855951439837,-32.71812486785177
182,intact,0,25.62691384654068,-33.78451494163006
183,intact,0,27.838386412986118,-32.93560699813711
184,intact,0,25.207849766498924,-33.500467648791464
185,intact,0,25.80963117533059,-33.68210699924043
186,intact,0,26.66770193472156,-33.13422450745593
187,intact,0,25.780795254710355,-33.64437775730741
188,intact,0,25.515612582838273,-33.67806458046189
189,intact,0,25.92820879283437,-33.380812052946744
190,intact,0,21.75589362421284,-33.49723371376864
191,intact,0,26.79301691685623,-32.566399416363986
192,intact,0,26.80433568943614,-33.20644905629914
193,intact,0,24.303695433032626,-33.79664219796567
194,intact,0,27.903873597198434,-32.82888714238371
195,intact,0,24.976892906951797,-32.89599129410744
196,intact,0,26.619731898549578,-33.66108642159203
197,intact,0,26.74558586985472,-33.2616954462725
198,intact,0,27.23417955288733,-33.23501548233415
199,intact,0,26.49468641100014,-32.735642015892104
200,intact,0,25.34259705911685,-33.247412233255
201,intact,0,28.28143551111387,-32.603589669126535
202,intact,0,25.814751572450074,-33.46300790144368
203,intact,0,25.451742366137374,-33.33391999511571
204,intact,0,25.53474669839002,-32.69926024688526
205,intact,0,25.264982618568926,-33.58805338899312
206,intact,0,26.45560969614094,-33.40021566308373
207,intact,0,25.768398503789506,-33.46085194476179
208,intact,0,25.265521607739398,-33.24579526574358
209,intact,0,23.740451749889687,-33.05849652900466
210,intact,0,21.70172521258043,-34.09982360635601
211,intact,0,24.05225698500757,-33.792330284601896
212,intact,0,27.93782991493815,-32.69413984976578
213,intact,0,27.07409976925723,-33.44549075340335
214,intact,0,26.494416916414902,-33.6217402121476
215,intact,0,25.058280271693025,-32.424106275359456
216,intact,0,26.76391150165076,-33.02534869502065
217,intact,0,26.647759335414104,-32.98465501265004
218,intact,0,25.965399045596918,-33.358174507786934
219,intact,0,25.752767817845825,-32.66611241290125
220,intact,0,26.806761140703262,-32.574214759335824
221,intact,0,25.356071788378646,-33.02885212462871
222,intact,0,26.04004904570725,-33.372727215389666
223,intact,0,25.656558250916625,-33.54762920120774
224,intact,0,27.028824678937607,-33.25603605998254
225,intact,0,25.77783081427276,-32.34837829690818
226,intact,0,24.63059236492372,-33.35655754027552
227,intact,0,26.234354641662303,-33.14662125837678
228,intact,0,25.255280813500434,-32.5394499578404
229,intact,0,26.39308695236622,-32.68982793640201
230,intact,0,25.658444713013278,-32.2688773942636
231,intact,0,25.061514206715856,-33.90255356996336
232,moderate,1,25.32507991107652,-32.80921403766149
233,moderate,1,21.76748189137798,-33.482142016995425
234,moderate,1,25.93871908165857,-32.43731151003601
235,moderate,1,25.93467666288003,-32.47477125738379
236,moderate,1,26.72995518391104,-33.38889689050382
237,moderate,1,24.54354561389254,-32.10286872975831
238,moderate,1,26.674708793937693,-32.70572811693092
239,moderate,1,24.14226817647635,-33.25334111413019
240,moderate,1,25.818524496643377,-32.69360086059531
241,moderate,1,25.17631890002633,-33.54816819037821
242,moderate,1,25.848977384775026,-32.93587649272234
243,moderate,1,25.31672557893421,-33.018880824974985
244,moderate,1,26.11954994835183,-32.412787502779544
245,moderate,1,26.7860100576401,-32.52004634770342
246,moderate,1,26.640752476197974,-33.07412721494834
247,moderate,1,25.6075102364037,-32.40092974102917
248,moderate,1,26.38230716895679,-33.112125951466595
249,moderate,1,24.580735866655086,-32.264834975485066
250,moderate,1,25.866764027400595,-32.41440447029096
251,moderate,1,26.507891645676697,-33.01187396575886
252,moderate,1,26.24405644673079,-32.398773784347284
253,moderate,1,26.223574858252867,-32.47504075196903
254,moderate,1,26.112543089135695,-32.351342737345774
255,moderate,1,26.58254164578703,-33.62335717965902
256,moderate,1,25.738754099413562,-32.655063134906584
257,moderate,1,25.890210056316114,-32.44728280968974
258,moderate,1,21.712504995989867,-34.1591124151079
259,moderate,1,26.376378288081597,-32.63107811682059
260,moderate,1,25.909074677282625,-33.322870717121035
261,moderate,1,25.742527023606865,-32.702763676493326
262,moderate,1,25.404041824550628,-33.701241114792175
263,moderate,1,24.71710012678443,-32.39527035473922
264,moderate,1,25.92551384698201,-32.241658441154776
265,moderate,1,26.685758071932362,-32.574484253921064
266,moderate,1,24.672633520220515,-32.26726042675219
267,moderate,1,25.300286409234822,-32.85745356841871
268,moderate,1,26.85877359565378,-33.01591638453739
269,moderate,1,25.415899586301006,-33.608265482885805
270,moderate,1,26.097451392362487,-32.58122161855196
271,moderate,1,23.11387683921632,-33.28864490479608
272,moderate,1,26.87521276535317,-32.69521782810673
273,moderate,1,24.924880452001275,-33.24525627657311
274,moderate,1,26.629972692788538,-33.61931476088048
275,moderate,1,25.773518900908986,-32.93695447106329
276,moderate,1,25.340710597020202,-32.81702938063333
277,moderate,1,23.966288212317334,-33.54116133116208
278,moderate,1,26.5334936312741,-33.68803588011562
279,moderate,1,25.412665651278175,-33.55274959832722
280,moderate,1,24.79444507274712,-33.32448768463245
281,moderate,1,25.280074315342134,-33.33230302760429
282,moderate,1,26.796789841049534,-32.92833064433574
283,moderate,1,25.216204098641235,-33.34308281101372
284,moderate,1,24.86666962159033,-32.94584779237607
285,moderate,1,25.184403737583406,-32.92698317140956
286,moderate,1,26.781698144276326,-32.5965828099104
287,moderate,1,25.432338756000394,-32.851255192958284
288,moderate,1,23.820491641704734,-33.083290030846356
289,moderate,1,23.359925395536656,-33.20671855088438
290,moderate,1,26.715941465478778,-32.87577920021475
291,moderate,1,23.72536005311648,-33.46058245017656
292,moderate,1,25.617751030642662,-32.40443317063723
293,moderate,1,24.713327202591127,-32.41440447029096
294,moderate,1,25.922549406544416,-33.11562938107466
295,moderate,1,25.745221969459223,-32.727557178335026
296,moderate,1,25.899372872214133,-32.493635878350304
297,moderate,1,25.395687492408317,-33.37434418290108
298,moderate,1,26.597633342560236,-32.713543459902766
299,moderate,1,26.036545616099183,-33.15012468798485
300,moderate,1,25.31807305186039,-33.22181024765759
301,moderate,1,26.68387160983571,-32.98088208845673
302,moderate,1,23.178286045087688,-33.370301764122544
303,moderate,1,26.717288938404955,-33.017263857463576
304,moderate,1,27.460824499070686,-32.87631818938522
305,moderate,1,25.31861204103086,-32.86742486807244
306,moderate,1,24.572920523683248,-33.052028658958996
307,moderate,1,23.923977562435304,-33.23474598774891
308,moderate,1,26.546159876780187,-32.96228696207546
309,moderate,1,24.344658609988475,-32.136555552912796
310,moderate,1,25.307293268450955,-32.85448912798112
311,moderate,1,25.9562362296989,-32.59873876659229
312,moderate,1,27.986338940280604,-32.77795266577413
313,moderate,1,26.344847421609003,-32.69171439849866
314,moderate,1,25.144788033553734,-32.415751943217145
315,moderate,1,24.14334615481729,-33.201328659179666
316,moderate,1,25.92308839571489,-33.54089183657684
317,moderate,1,26.640213487027502,-33.15255013925197
318,moderate,1,26.308196158016926,-32.593348874887575
319,moderate,1,24.694732076209853,-32.42383678077422
320,moderate,1,26.522174858694196,-33.54897667413392
321,moderate,1,25.40134687869827,-32.63997143813337
322,moderate,1,27.91061096182933,-32.67985663674828
323,moderate,1,24.525219982096502,-32.94126638442706
324,moderate,1,24.56106276193287,-33.51232541054184
325,moderate,1,24.98255229324175,-32.29879129322478
326,moderate,1,26.741543451076183,-32.853141655054934
327,moderate,1,25.791305543534556,-32.669076853338844
328,moderate,1,24.100766010350025,-33.019150319560225
329,moderate,1,25.8209499479105,-32.55642811671026
330,moderate,1,25.13670319599666,-33.54035284740637
331,moderate,1,26.80217973275425,-33.142578839598244
332,moderate,1,26.982741104862274,-32.66287847787842
333,moderate,1,26.612455544748208,-32.74291836969347
334,moderate,1,26.65853911882354,-32.87173678143621
335,moderate,1,25.85275030896833,-32.45428966890587
336,moderate,1,25.82930428005281,-33.000555193178954
337,moderate,1,25.304867817183833,-32.94557829779084
338,moderate,1,24.10373045078762,-33.81820176478454
339,moderate,1,22.18196456347073,-33.51609833473514
340,moderate,1,25.01489164347005,-32.34649183481152
341,moderate,1,24.89469705845486,-32.40443317063723
342,moderate,1,26.626738757765708,-33.41476837068646
343,moderate,1,24.119630631316536,-33.06092198027178
344,moderate,1,25.703450308747666,-32.94557829779084
345,moderate,1,23.815910233755726,-33.517176313076085
346,moderate,1,25.7961564460688,-32.58822847776809
347,moderate,1,25.017317094737173,-33.88072450855926
348,moderate,1,24.641372148333154,-33.7360059162876
349,moderate,1,24.52656745502268,-32.074032809138075
350,moderate,1,24.192394169330218,-33.659738948665854
351,moderate,1,25.797773413580213,-33.57592613265751
352,moderate,1,25.703450308747666,-32.713273965317526
353,moderate,1,25.67434489354219,-32.578796167284835
354,moderate,1,26.783045617202507,-33.068737323243624
355,moderate,1,24.411762761712204,-33.292148334404146
356,moderate,1,26.921835328598974,-32.771215301143236
357,moderate,1,26.620001393134814,-33.558678479202406
358,moderate,1,26.243517457560323,-32.54834327915319
359,moderate,1,24.27485951241239,-33.203215121276315
360,moderate,1,25.461444171205866,-32.00612017365864
361,moderate,1,25.645508972921956,-33.60799598830057
362,moderate,1,25.622062944006437,-32.44943876637162
363,moderate,1,26.04463045365626,-32.500103748395965
364,moderate,1,25.357958250475296,-32.63889345979243
365,moderate,1,24.496114566891027,-32.975761691337254
366,moderate,1,25.050195434135947,-33.89905014035529
367,moderate,1,25.78834110309696,-32.72081981370413
368,moderate,1,24.150353014033424,-33.19728624040113
369,moderate,1,24.74378009072278,-33.060113496516074
370,moderate,1,27.170848325356904,-32.655063134906584
371,moderate,1,25.07795337641524,-32.392844903472096
372,moderate,1,23.950657526373654,-33.124522702387445
373,moderate,1,22.114860411747,-33.525530645218396
374,moderate,1,26.72025337884255,-32.64670880276427
375,moderate,1,25.513726120741623,-33.53873587989496
376,moderate,1,24.395593086598055,-32.549421257494124
377,moderate,1,26.707048144165995,-33.04663876725428
378,moderate,1,24.894427563869623,-32.932642557699516
379,moderate,1,25.38975861153313,-33.19701674581589
380,moderate,1,26.13760608556263,-33.594251764453546
381,moderate,1,25.61209164435271,-32.63296457891724
382,moderate,1,25.20057341269756,-33.029391113799186
383,moderate,1,24.35031799627843,-33.64599472481883
384,moderate,1,26.743699407758072,-33.02211475999782
385,moderate,1,27.25088821717195,-33.2625039300282
386,moderate,1,24.640563664577446,-32.256211148757515
387,moderate,1,26.119280453766592,-32.613830463365495
388,moderate,1,25.881855724173803,-32.43246060750177
389,moderate,1,26.8250867724993,-33.25819201666443
390,moderate,1,26.98112413735086,-33.25630555456778
391,moderate,1,25.79858189733592,-32.62110681716686
392,moderate,1,24.62169904361094,-32.934259525210926
393,moderate,1,24.1764939888013,-33.13718894789353
394,moderate,1,24.71521366468778,-32.30445067951473
395,moderate,1,26.66635446179538,-33.16764183602518
396,moderate,1,25.75977467706196,-32.570441835142525
397,moderate,1,26.391469984854805,-33.038014940526736
398,moderate,1,25.75061186116394,-32.70195519273762
399,moderate,1,26.09718189777725,-32.663417467048895
400,moderate,1,25.772440922568045,-32.93614598730758
401,moderate,1,23.791386226499263,-33.53253750443453
402,moderate,1,25.327505362343643,-32.79627829757017
403,moderate,1,24.740276661114713,-33.021306276242115
404,moderate,1,24.450569981986167,-33.68345447216661
405,moderate,1,25.679465290661675,-32.27588425347973
406,moderate,1,26.377186771837305,-32.65155970529852
407,moderate,1,26.69572937158609,-32.93722396564853
408,moderate,1,26.684141104420945,-32.59631331532517
409,moderate,1,26.337032078637165,-33.097573243863856
410,moderate,1,24.286178284992296,-33.28945338855179
411,moderate,1,24.966382618127597,-32.40173822478488
412,moderate,1,24.713596697176364,-32.89841674537456
413,moderate,1,25.207849766498924,-32.537294001158514
414,moderate,1,22.186545971419736,-33.15713154720098
415,moderate,1,24.59798352011018,-32.8814385865047
416,moderate,1,25.702641824991957,-32.48016114908851
417,moderate,1,23.808094890783885,-33.448994183011415
418,moderate,1,24.038512761160543,-33.01402992244074
419,moderate,1,26.769301393355477,-32.605476131223185
420,moderate,1,21.730830627785906,-34.02625158458662
